title,uuid,tags,links,last_mod_dt,word_count
Vehicle Evolution,['201812111927'],['#s'],"['[[201812111927]]', '[[201811281633]]']",Sat Aug 14 17:22:05 2021,42
H-Drawing And Sketching,['202110270759'],"['#hub', '#ART111', '#ENGL316']","['[[202110270759]]', '[[202110270800]]', '[[202212311703]]', '[[202005210851]]', '[[202108241002]]', '[[202112071424]]', '[[202111080658]]']",Sun Jan 01 08:36:10 2023,145
Make Writing A Priority,['202105040809'],['#writing'],"['[[202105040809]]', '[[202105040806]]', '[[202009100833]]', '[[202103141638]]', '[[202001021653]]']",Tue May 04 08:55:32 2021,62
Cease thinking,['201904301030'],['#uji'],"['[[201909280707]]', '[[201904201441]]', '[[202106271526]]', '[[201904301030]]']",Sun Jun 27 15:27:15 2021,88
Average Columns With Awk,['202106262016'],['#coding'],"['[[202106262016]]', '[[202302120754]]']",Sun Feb 12 07:55:53 2023,332
Ikigai,['201911120615'],"['#definition,', '#Japanese']","['[[202108062028]]', '[[201911120615]]']",Fri Dec 30 08:31:16 2022,41
"Sun, Moon, And Stars",['202007230826'],['#quote'],"['[[202007230826]]', '[[202211080748]]', '[[202007240759]]']",Fri Mar 03 08:58:19 2023,84
Ceramics,['201909101409'],['#MSE101'],"['[[201910021114]]', '[[201909101409]]', '[[202006231614]]']",Tue Nov 22 08:58:09 2022,116
Your Environment Holds You In An Embrace,['202102210733'],['#thinking-skills'],"['[[202102210733]]', '[[201901281919]]', '[[201903011645]]', '[[202001031639]]', '[[202102220551]]']",Sat Feb 27 05:30:16 2021,212
"C-ENGL473 March 9, 2021",['202103050747'],['#ENGL473'],"['[[202103050747]]', '[[202012212010]]', '[[202103022007]]']",Tue Jan 24 19:01:06 2023,222
My Job as a Writer,['201910211743'],"['#writing', '#skill']","['[[202003121747]]', '[[201910211743]]']",Thu Mar 10 15:56:59 2022,56
"T-November 23, 2020",['202011230732'],['#mule'],"['[[202011230732]]', '[[202212271142]]', '[[201812261952]]']",Tue Dec 27 16:52:51 2022,138
Student Loan Forgiveness is Regressive,['202201202035'],['#economics'],"['[[202201202035]]', '[[201901171252]]', '[[202206020946]]', '[[202102012019]]', '[[202201300824]]']",Mon Jun 06 08:42:45 2022,548
Expert perception,['201903041018'],"['#thinking-skills', '#skill']","['[[201903041018]]', '[[202203181954]]', '[[202203181943]]', '[[201903011645]]', '[[202010270804]]', '[[202105212054]]', '[[202105240548]]', '[[202106100758]]', '[[202106290532]]']",Tue Mar 22 19:46:44 2022,227
The Way It Is,['202103221658'],['#poetry'],"['[[202103221658]]', '[[202206220856]]']",Wed Jun 22 17:58:02 2022,116
Research On Revision In Writing,['202201071350'],"['#pedagogy', '#writing', '#article']","['[[202201071350]]', '[[202201071516]]', '[[202201071605]]']",Thu Jul 07 08:35:39 2022,221
Find Two Words Near Each Other,['202208010950'],"['#keyboard_maestro', '#regex', '#code-snippet']","['[[202208010950]]', '[[202103111214]]', '[[202205092047]]']",Thu Nov 03 06:13:53 2022,302
A-Glimpses,['201903201301'],"['#mindfulness,', '#zen,', '#article']","['[[202011061822]]', '[[201903201301]]']",Tue Apr 20 10:29:05 2021,99
B-In the Margins,['202301132104'],"['#book', '#meta-reading', '#beautiful-language']","['[[202301132104]]', '[[202211221928]]', '[[201911220741]]', '[[202012092105]]']",Fri Feb 03 08:56:41 2023,495
Tags Are Ineffective Associations,['202008291718'],[],"['[[202008291718]]', '[[201901231902]]', '[[201901231854]]', '[[202009042049]]', '[[202009100558]]']",Sat Sep 12 07:13:49 2020,226
Handle Text Through Regular Expressions,['202208132112'],"['#python', '#regex', '#code-snippet']","['[[202208132112]]', '[[202108181100]]']",Thu Feb 02 05:11:23 2023,92
"C-ENGL473 March 4, 2021",['202103021728'],['#ENGL473'],"['[[202103021728]]', '[[202012212010]]', '[[202102230600]]', '[[202102281740]]', '[[202102281740]]']",Tue Jan 24 19:01:06 2023,262
Big Round Dog Bed,['202012301712'],"['#31by31', '#flash', '#blog-post']","['[[202012301712]]', '[[202006270631]]']",Sat Feb 27 05:30:15 2021,282
Sloppiness leads to Original Ideas,['201901211401'],"['#zettelkasting', '#craftsmanship']","['[[201901211401]]', '[[201901151724]]', '[[201911010747]]', '[[202011281552]]', '[[202105102006]]', '[[202105102115]]']",Mon Dec 26 12:49:10 2022,97
Two Conditions Give Us Fluids And Flesh,['202008130926'],[],"['[[202008130926]]', '[[202001021641]]', '[[202008140728]]', '[[202008171545]]', '[[202005030824]]']",Sat Aug 13 07:35:48 2022,217
Cultural Evolution Creates Biased People,['202001101624'],['#thinking-skills'],"['[[202009061624]]', '[[202103070804]]', '[[202302121749]]', '[[202001101624]]', '[[202001082035]]', '[[201910281639]]', '[[201912270730]]']",Fri Feb 17 09:43:22 2023,194
More time equals more possible explanations,['201901152002'],['#mind-science'],"['[[201901152002]]', '[[201901151737]]', '[[201812311745]]', '[[202212181651]]']",Tue Dec 20 17:38:13 2022,85
A-Stoic Endings,['202302042148'],"['#stoicism', '#life-of-mind', '#article', '#Comment_17418)']","['[[202302042148]]', '[[202111080658]]', '[[202011071426]]', '[[202011071727]]', '[[202012312114]]', '[[202302221525]]']",Wed Feb 22 16:21:02 2023,454
Our inattention short changes us,['202012231628'],"['#blog-post', '#31by31']","['[[202012231628]]', '[[202204010746]]', '[[202104302108]]', '[[202106281509]]', '[[202101140557]]', '[[202205301955]]', '[[202103270623]]']",Sat Aug 06 17:29:28 2022,434
How-to: Write Strong Paragraphs,['202204210717'],"['#writing', '#literary-device']","['[[202204210717]]', '[[202105201742]]', '[[202111181949]]', '[[202012281442]]']",Sun Jan 08 09:33:35 2023,396
BIBLO Writing As Thinking,['202003121747'],"['#mind-science', '#writing']","['[[202005060856]]', '[[202001211641]]', '[[202003121747]]']",Thu Mar 25 07:24:34 2021,85
Mountains walking,['201912240900'],"['#zen,', '#ENGL393']","['[[201912240900]]', '[[202104240921]]']",Fri Dec 24 08:37:02 2021,111
The Rhythmic Philosophy of Deep Work Scheduling,['202009100833'],['#thinking-skills'],"['[[202009100833]]', '[[202005030743]]', '[[202105040809]]', '[[202105201742]]', '[[201911151629]]', '[[202001131617]]', '[[202209141633]]', '[[202009100832]]', '[[202009100835]]']",Sat Oct 15 20:15:44 2022,311
» The Fundamental Nature Of Conscious Experience,['202011061822'],['#dzogchen'],"['[[202011061822]]', '[[202007201813]]', '[[201903201301]]', '[[202011101421]]', '[[202009061358]]', '[[202011101421]]']",Mon Nov 30 10:04:55 2020,325
Regex For File Name Conversion,['202105160727'],"['#coding', '#regex']",['[[202105160727]]'],Wed Apr 13 07:45:42 2022,29
Second-order thinking,['201812311655'],"['#mental-models,', '#thinking-skills']","['[[201812311655]]', '[[201812271440]]', '[[201905311111]]', '[[202007220738]]', '[[202203181637]]', '[[202212282101]]']",Wed Jan 04 19:59:57 2023,89
Sending and Receiving,['201901290546'],['#lojong'],"['[[201901290546]]', '[[201901200707]]', '[[201901200704]]']",Tue Nov 01 09:08:33 2022,94
Ten Ways to Make Your Time Matter,['202212180952'],"['#death', '#dying']","['[[202212180952]]', '[[202112102052]]', '[[202206170819]]']",Sun Jan 08 09:37:51 2023,210
Innumerable Causes,['202104301622'],['#mindfulness'],"['[[202104301622]]', '[[202104301630]]', '[[201905300856]]', '[[202008100702]]']",Wed Jul 13 08:51:03 2022,95
"T-December 7, 2020",['202012070616'],['#mule'],"['[[202012070616]]', '[[202012070840]]']",Mon Mar 08 16:27:17 2021,240
Web Scraping with Beautiful Soup,['202211210805'],"['#coding', '#code-snippet', '#python']","['[[202211210805]]', '[[202202061305]]']",Mon Nov 21 08:51:22 2022,219
Adulthood A Mere Pretense,['202001120724'],['#stoicism'],"['[[202001120724]]', '[[202211041603]]', '[[202009212028]]', '[[202008191345]]', '[[201904110621]]', '[[201901250920]]', '[[202009212028]]', '[[201901031447]]', '[[201901021303]]', '[[201811231013]]', '[[202212101433]]']",Wed Dec 21 20:00:56 2022,510
B-Going Away to Think,['201911232037'],"['#book,', '#ENGL393,', '#reading-strategies,', '#literature']","['[[201911232037]]', '[[201911232040]]', '[[201903081523]]', '[[201911251103]]', '[[202105130836]]', '[[201911301121]]', '[[202004201512]]', '[[201912101011]]', '[[201912101020]]', '[[201912111914]]', '[[201912111928]]', '[[201912121928]]', '[[201912121936]]', '[[201912151806]]', '[[201912151753]]', '[[201912151757]]', '[[201912201526]]', '[[201912201544]]', '[[201912240900]]', '[[202101232137]]', '[[202101281953]]', '[[202001082035]]', '[[202002090742]]', '[[202007311413]]', '[[202008111718]]']",Fri Feb 17 19:36:32 2023,484
Scalawag,['202003291823'],['#definition'],"['[[202003291823]]', '[[202003232030]]']",Sun May 03 15:30:27 2020,42
U-ENGL463 Geographies of Nonfiction,['202206251726'],"['#ENGL463', '#writing', '#classnotes', '#travel']","['[[202206251726]]', '[[202001161711]]', '[[202208182104]]', '[[202003210746]]', '[[202107261132]]', '[[202208212049]]', '[[202208181742]]', '[[202211181707]]', '[[202211101934]]', '[[202212081225]]', '[[202210252017]]', '[[202210061946]]', '[[202102281740]]', '[[202102230600]]', '[[202207091440]]', '[[202208112005]]', '[[202207302024]]', '[[202208112055]]', '[[202207081949]]', '[[202207112037]]', '[[202207091440]]', '[[202207021957]]', '[[202207302024]]', '[[202106241421]]', '[[202112250941]]', '[[201906281443]]', '[[202206211042]]', '[[202207160757]]', '[[202207311543]]']",Sat Dec 10 21:29:09 2022,876
Summary,['202002041517'],"['#writing', '#skill']","['[[202002041515]]', '[[202002041517]]']",Wed Aug 19 06:46:06 2020,52
Listen Closely,['202009300603'],"['#poetry', '#dzogchen']","['[[202009300603]]', '[[202006091319]]', '[[201905031927]]', '[[201904241405]]', '[[201904300959]]', '[[202006100955]]', '[[202010192102]]']",Thu Sep 30 08:18:10 2021,124
Living A Focused Life,['202009071351'],"['#craftsmanship', '#zen', '#attention']","['[[202009071351]]', '[[202009071402]]', '[[201903141041]]', '[[202011281552]]', '[[202009071402]]', '[[201901151724]]', '[[202002120928]]', '[[202010182027]]', '[[202010200553]]', '[[202010212026]]', '[[202104111512]]']",Tue Jan 10 08:39:39 2023,211
B-Light Action In The Caribbean,['202102281740'],"['#book', '#ENGL473', '#beautiful-language']","['[[202102281740]]', '[[202012212010]]', '[[202103021728]]', '[[202102181328]]']",Sun Mar 07 17:03:15 2021,798
Open Sitting,['201904041336'],"['#dzogchen', '#quote.']","['[[201902031959]]', '[[201903040448]]', '[[202010270732]]', '[[201904041336]]']",Thu Nov 24 08:38:06 2022,66
Avoid Abstraction,['202008312038'],"['#writing', '#skill', '#edit']","['[[202008312038]]', '[[202202082107]]', '[[202201120840]]', '[[202002281031]]', '[[202001212055]]', '[[202009050716]]']",Wed Aug 31 07:44:54 2022,178
Zeigarnik effect,['201902051044'],['#definition'],"['[[201902051044]]', '[[201903040904]]', '[[201812271440]]']",Mon Dec 19 09:40:23 2022,126
Haibun,['201911261429'],"['#haiku,', '#writing', '#definition']","['[[201911261429]]', '[[202001111755]]', '[[201911261440]]', '[[202004080757]]']",Thu May 12 18:20:35 2022,61
What Permanent Notes Mean,['202009150939'],['#zettelkasting'],"['[[202009150939]]', '[[202112241632]]', '[[202205061616]]']",Wed Jul 13 08:51:03 2022,1363
"C-ENGL473 January 19, 2021",['202101150757'],"['#ENGL473', '#classnotes']","['[[202101150757]]', '[[202012212010]]', '[[202101081953]]', '[[202101150757]]', '[[202101191545]]', '[[202101211655]]', '[[202101141638]]', '[[202101151025]]', '[[202005281724]]', '[[202101081953]]', '[[202101151025]]', '[[202101141638]]']",Sat Feb 27 05:30:16 2021,394
Luhmann's Keyword Registry,['202208072027'],"['#zettelkasting', '#blogging']","['[[202208072027]]', '[[202208070815]]', '[[201812180819]]', '[[201901050901]]', '[[202002110548]]', '[[201901231834]]']",Sun Aug 14 10:13:08 2022,132
Deep Think Retreat,['202209081128'],['#mule'],"['[[202209081128]]', '[[202209090832]]']",Fri Sep 09 08:33:00 2022,467
A-On Intellectual Craftsmanship,['201901151724'],"['#thinking-skills', '#writing', '#zettelkasting', '#article']","['[[201901151724]]', '[[201901181058]]', '[[201901181109]]', '[[201901211027]]', '[[201901211127]]', '[[201901211134]]', '[[201901010817]]', '[[201901211143]]', '[[201901211151]]', '[[201901211204]]', '[[201901211213]]', '[[201901211401]]', '[[201901211410]]', '[[201901211418]]', '[[201901211433]]', '[[201901211434]]', '[[202009071402]]', '[[202009020611]]', '[[202009071351]]', '[[201901250918]]']",Mon Dec 26 12:51:14 2022,179
Things are not non-existent,['201904201350'],['#zen'],"['[[201904201350]]', '[[201904201302]]']",Sun May 03 15:30:32 2020,62
Schopenhauer On Reading and Books,['202206010832'],"['#reading-strategies', '#article']","['[[202206010832]]', '[[202210121708]]', '[[202106301918]]', '[[201901221132]]', '[[202008281749]]', '[[202208101804]]', '[[202207231714]]', '[[202206072052]]']",Wed Oct 12 19:53:38 2022,438
NEAT,['202203061147'],"['#science', '#diet']","['[[202203061147]]', '[[202207202027]]', '[[202203061052]]']",Mon Mar 06 09:40:23 2023,215
Purpose of Knowledge Management,['201901111008'],"['#thinking-skills', '#zettelkasting']","['[[201901111008]]', '[[201901110943]]', '[[201901170944]]', '[[202009042049]]', '[[202009100558]]', '[[202211240933]]']",Thu Nov 24 13:16:46 2022,146
Ecodharma - Ecosattva Path,['202007202000'],[],"['[[202007202000]]', '[[202006030812]]', '[[201903270458]]', '[[201904121238]]', '[[201907170754]]', '[[201903040448]]', '[[201901240530]]', '[[201902250629]]', '[[202007202008]]', '[[202007202019]]', '[[202007200746]]', '[[202007050647]]']",Sat Jul 25 19:56:54 2020,178
S-Writing Humorously,['202105131646'],"['#sub-hub', '#writing', '#humor', '#list']","['[[202105131646]]', '[[202103290553]]', '[[202103290549]]', '[[202105131643]]', '[[202012092105]]', '[[202206272018]]', '[[202003250754]]', '[[202105131658]]', '[[202105131659]]', '[[202204031656]]', '[[202107141348]]', '[[202206272018]]', '[[202105131635]]', '[[202105252033]]', '[[202105252056]]', '[[202303131513]]']",Mon Mar 13 15:27:36 2023,228
Hells Canyon Wilderness,['202003190900'],['#wild-at-heart'],"['[[202002151537]]', '[[202003190900]]']",Sat Feb 27 05:30:16 2021,211
Sharpening My Focus,['202103150634'],"['#conversation-skills', '#thinking-skills']","['[[202103150634]]', '[[202101151025]]', '[[202103150642]]', '[[202104240939]]']",Wed Jul 13 08:51:03 2022,150
Insomniacs Todo List,['202105172045'],"['#humor', '#writing', '#flash', '#list']","['[[202105172045]]', '[[202103141638]]', '[[202103111235]]', '[[202011071727]]']",Mon Sep 06 08:23:23 2021,169
Be Specific By Saying Less,['202012262047'],"['#writing', '#flash', '#list', '#flash']","['[[202012262047]]', '[[202204280820]]', '[[202012301703]]', '[[202007271019]]', '[[202012261545]]', '[[202012132034]]', '[[202204240715]]', '[[202012261545]]', '[[202204121204]]']",Tue Jan 24 08:20:29 2023,543
Natural Thatness,['202008101526'],[],"['[[202008101526]]', '[[202010300734]]', '[[202007202008]]', '[[201903130526]]', '[[202007201803]]', '[[202010270903]]', '[[202011301042]]', '[[201902191209]]', '[[202008100702]]']",Tue Aug 10 06:26:24 2021,234
» Notice How Your Feeling,['202010262108'],['#dzogchen'],"['[[202010262108]]', '[[201903110656]]', '[[201901040639]]']",Mon Mar 14 19:23:18 2022,134
Well-trained mind brings happiness,['202005240910'],['#quote'],"['[[202005240910]]', '[[202105240543]]', '[[202003262054]]', '[[202106131829]]']",Tue Jun 29 20:47:07 2021,63
A-Beyond Smart Towards Implementing Ideas,['202110220757'],"['#writing', '#thinking']","['[[202110220757]]', '[[202112041744]]', '[[202106271526]]', '[[202110141154]]', '[[201910211628]]', '[[202005060856]]', '[[202111181949]]', '[[202209141623]]', '[[202303091654]]', '[[202211060904]]']",Fri Mar 10 08:44:08 2023,290
B-The Lady with the Little Dog,['202303191647'],"['#spark', '#proofing', '#book', '#literature']",['[[202303191647]]'],Sun Mar 19 16:53:50 2023,801
Note Linking Granularity,['202008300705'],[],"['[[202008300705]]', '[[202008300710]]', '[[202008301740]]']",Wed Jul 13 08:51:03 2022,119
BO-Begin with the beginning,['201902280602'],['#slogans'],"['[[202209141633]]', '[[202011112105]]', '[[202201071630]]', '[[201903220513]]', '[[201903090508]]', '[[201904080510]]', '[[201901200704]]', '[[202009070839]]', '[[201902280602]]']",Sat Oct 15 20:18:05 2022,916
JAMM328 Profile Finale,['202202211005'],"['#JAMM328', '#marked2']","['[[202202211005]]', '[[202202211004]]']",Wed Mar 08 11:08:39 2023,288
Cooler heads,['201908121002'],['#economics'],"['[[201911232037]]', '[[201912140833]]', '[[202008190538]]', '[[202008191345]]', '[[201908121002]]']",Fri Aug 12 07:48:33 2022,121
Douglas Fir,['202001271723'],['#writing'],"['[[202001271723]]', '[[202101140557]]']",Fri Jan 22 20:08:56 2021,333
Nominalized Words,['202101051744'],"['#writing', '#flash', '#skill']","['[[202101051744]]', '[[201912201507]]', '[[201905310722]]', '[[202004170905]]', '[[202006160738]]', '[[202012092105]]']",Wed Jan 05 09:49:15 2022,279
Yoku dekimashita,['201911120639'],"['#definition,', '#Japanese', '#writing']",['[[201911120639]]'],Mon Oct 19 08:06:46 2020,24
Judgement Is Irrelevant,['202112040713'],"['#habit', '#mindfulness']","['[[202112040713]]', '[[201904120530]]', '[[202001021653]]', '[[202112041725]]']",Sun Dec 04 08:38:00 2022,78
Listening Beyond My Tribe,['202008191345'],['#blog-post'],"['[[202008191345]]', '[[201908121002]]', '[[201912101020]]', '[[202007311333]]', '[[202008190538]]']",Sun Dec 12 21:35:50 2021,256
Writing For The True And Authentic,['201912201526'],"['#writing,', '#zen,', '#ENGL393', '#skill']","['[[202004042132]]', '[[201912201526]]']",Wed Dec 07 06:12:57 2022,115
A-Cognitive Load During Problem Solving,['202111242055'],"['#knowledge', '#article', '#pedagogy', '#skill', '#cognition', '#attention']","['[[202111242055]]', '[[202111242002]]', '[[202111242019]]', '[[202111181947]]', '[[202203181954]]', '[[202210300945]]', '[[202210271458]]', '[[202301101155]]']",Tue Jan 17 17:28:52 2023,595
